,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
137,Barry Sonnenfeld,Barry Sonnenfeld,Barry Sonnenfeld,Barry Sonnenfeld,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,men in black ii,Barry Sonnenfeld Barry Sonnenfeld Barry Sonnenfeld Barry Sonnenfeld Action Adventure Comedy Family Fantasy Mystery Sci-Fi
138,Robert Zemeckis,Robert Zemeckis,Robert Zemeckis,Robert Zemeckis,Action Adventure Animation Fantasy,beowulf,Robert Zemeckis Robert Zemeckis Robert Zemeckis Robert Zemeckis Action Adventure Animation Fantasy
139,Alessandro Carloni,Alessandro Carloni,Alessandro Carloni,Alessandro Carloni,Action Adventure Animation Comedy Family,kung fu panda 3,Alessandro Carloni Alessandro Carloni Alessandro Carloni Alessandro Carloni Action Adventure Animation Comedy Family
140,Brad Bird,Brad Bird,Brad Bird,Brad Bird,Action Adventure Thriller,mission: impossible - ghost protocol,Brad Bird Brad Bird Brad Bird Brad Bird Action Adventure Thriller
141,Peter Ramsey,Peter Ramsey,Peter Ramsey,Peter Ramsey,Adventure Animation Family Fantasy,rise of the guardians,Peter Ramsey Peter Ramsey Peter Ramsey Peter Ramsey Adventure Animation Family Fantasy
142,Dean Parisot,Dean Parisot,Dean Parisot,Dean Parisot,Comedy Crime,fun with dick and jane,Dean Parisot Dean Parisot Dean Parisot Dean Parisot Comedy Crime
143,Edward Zwick,Edward Zwick,Edward Zwick,Edward Zwick,Action Drama History War,the last samurai,Edward Zwick Edward Zwick Edward Zwick Edward Zwick Action Drama History War
144,J.J. Abrams,J.J. Abrams,J.J. Abrams,J.J. Abrams,Action Adventure Sci-Fi,star trek,J.J. Abrams J.J. Abrams J.J. Abrams J.J. Abrams Action Adventure Sci-Fi
145,Sam Raimi,Sam Raimi,Sam Raimi,Sam Raimi,Action Adventure Fantasy Romance,spider-man,Sam Raimi Sam Raimi Sam Raimi Sam Raimi Action Adventure Fantasy Romance
146,Dean DeBlois,Dean DeBlois,Dean DeBlois,Dean DeBlois,Action Adventure Animation Comedy Family Fantasy,how to train your dragon 2,Dean DeBlois Dean DeBlois Dean DeBlois Dean DeBlois Action Adventure Animation Comedy Family Fantasy
147,Alex Proyas,Alex Proyas,Alex Proyas,Alex Proyas,Action Adventure Fantasy,gods of egypt,Alex Proyas Alex Proyas Alex Proyas Alex Proyas Action Adventure Fantasy
148,Rob Cohen,Rob Cohen,Rob Cohen,Rob Cohen,Action Adventure Sci-Fi Thriller,stealth,Rob Cohen Rob Cohen Rob Cohen Rob Cohen Action Adventure Sci-Fi Thriller
149,Zack Snyder,Zack Snyder,Zack Snyder,Zack Snyder,Action Drama Mystery Sci-Fi,watchmen,Zack Snyder Zack Snyder Zack Snyder Zack Snyder Action Drama Mystery Sci-Fi
150,Richard Donner,Richard Donner,Richard Donner,Richard Donner,Action Crime Thriller,lethal weapon 4,Richard Donner Richard Donner Richard Donner Richard Donner Action Crime Thriller
151,Ang Lee,Ang Lee,Ang Lee,Ang Lee,Action Sci-Fi,hulk,Ang Lee Ang Lee Ang Lee Ang Lee Action Sci-Fi
152,Jon M. Chu,Jon M. Chu,Jon M. Chu,Jon M. Chu,Action Adventure Sci-Fi Thriller,g.i. joe: retaliation,Jon M. Chu Jon M. Chu Jon M. Chu Jon M. Chu Action Adventure Sci-Fi Thriller
153,Breck Eisner,Breck Eisner,Breck Eisner,Breck Eisner,Action Adventure Comedy Thriller,sahara,Breck Eisner Breck Eisner Breck Eisner Breck Eisner Action Adventure Comedy Thriller
154,Hironobu Sakaguchi,Hironobu Sakaguchi,Hironobu Sakaguchi,Hironobu Sakaguchi,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within,Hironobu Sakaguchi Hironobu Sakaguchi Hironobu Sakaguchi Hironobu Sakaguchi Action Adventure Animation Fantasy Romance Sci-Fi
155,Joe Johnston,Joe Johnston,Joe Johnston,Joe Johnston,Action Adventure Sci-Fi,captain america: the first avenger,Joe Johnston Joe Johnston Joe Johnston Joe Johnston Action Adventure Sci-Fi
156,Michael Apted,Michael Apted,Michael Apted,Michael Apted,Action Adventure Thriller,the world is not enough,Michael Apted Michael Apted Michael Apted Michael Apted Action Adventure Thriller
157,Peter Weir,Peter Weir,Peter Weir,Peter Weir,Action Adventure Drama History War,master and commander: the far side of the world,Peter Weir Peter Weir Peter Weir Peter Weir Action Adventure Drama History War
158,George Miller,George Miller,George Miller,George Miller,Animation Comedy Family Musical,happy feet 2,George Miller George Miller George Miller George Miller Animation Comedy Family Musical
159,Louis Leterrier,Louis Leterrier,Louis Leterrier,Louis Leterrier,Action Adventure Sci-Fi,the incredible hulk,Louis Leterrier Louis Leterrier Louis Leterrier Louis Leterrier Action Adventure Sci-Fi
160,unknown,unknown,unknown,unknown,Action Crime Drama Mystery Thriller,miami vice,unknown unknown unknown unknown Action Crime Drama Mystery Thriller
161,Steven Spielberg,Steven Spielberg,Steven Spielberg,Steven Spielberg,Adventure Family Fantasy,the bfg,Steven Spielberg Steven Spielberg Steven Spielberg Steven Spielberg Adventure Family Fantasy
162,Alejandro G. Iñárritu,Alejandro G. Iñárritu,Alejandro G. Iñárritu,Alejandro G. Iñárritu,Adventure Drama Thriller Western,the revenant,Alejandro G. Iñárritu Alejandro G. Iñárritu Alejandro G. Iñárritu Alejandro G. Iñárritu Adventure Drama Thriller Western
163,David Soren,David Soren,David Soren,David Soren,Adventure Animation Comedy Family Sport,turbo,David Soren David Soren David Soren David Soren Adventure Animation Comedy Family Sport
164,Gore Verbinski,Gore Verbinski,Gore Verbinski,Gore Verbinski,Adventure Animation Comedy Family Western,rango,Gore Verbinski Gore Verbinski Gore Verbinski Gore Verbinski Adventure Animation Comedy Family Western
165,Eric Darnell,Eric Darnell,Eric Darnell,Eric Darnell,Adventure Animation Comedy Family,penguins of madagascar,Eric Darnell Eric Darnell Eric Darnell Eric Darnell Adventure Animation Comedy Family
166,Paul Greengrass,Paul Greengrass,Paul Greengrass,Paul Greengrass,Action Mystery Thriller,the bourne ultimatum,Paul Greengrass Paul Greengrass Paul Greengrass Paul Greengrass Action Mystery Thriller
167,Mark Osborne,Mark Osborne,Mark Osborne,Mark Osborne,Action Adventure Animation Comedy Family,kung fu panda,Mark Osborne Mark Osborne Mark Osborne Mark Osborne Action Adventure Animation Comedy Family
168,Peyton Reed,Peyton Reed,Peyton Reed,Peyton Reed,Action Adventure Comedy Sci-Fi,ant-man,Peyton Reed Peyton Reed Peyton Reed Peyton Reed Action Adventure Comedy Sci-Fi
169,Francis Lawrence,Francis Lawrence,Francis Lawrence,Francis Lawrence,Adventure Sci-Fi Thriller,the hunger games: catching fire,Francis Lawrence Francis Lawrence Francis Lawrence Francis Lawrence Adventure Sci-Fi Thriller
170,Bill Condon,Bill Condon,Bill Condon,Bill Condon,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,Bill Condon Bill Condon Bill Condon Bill Condon Adventure Drama Fantasy Romance
171,Steven Spielberg,Steven Spielberg,Steven Spielberg,Steven Spielberg,Adventure Sci-Fi Thriller,war of the worlds,Steven Spielberg Steven Spielberg Steven Spielberg Steven Spielberg Adventure Sci-Fi Thriller
172,Michael Bay,Michael Bay,Michael Bay,Michael Bay,Action Comedy Crime Thriller,bad boys ii,Michael Bay Michael Bay Michael Bay Michael Bay Action Comedy Crime Thriller
173,Chris Miller,Chris Miller,Chris Miller,Chris Miller,Action Adventure Animation Comedy Family Fantasy,puss in boots,Chris Miller Chris Miller Chris Miller Chris Miller Action Adventure Animation Comedy Family Fantasy
174,Phillip Noyce,Phillip Noyce,Phillip Noyce,Phillip Noyce,Action Crime Mystery Thriller,salt,Phillip Noyce Phillip Noyce Phillip Noyce Phillip Noyce Action Crime Mystery Thriller
175,Darren Aronofsky,Darren Aronofsky,Darren Aronofsky,Darren Aronofsky,Action Adventure Drama,noah,Darren Aronofsky Darren Aronofsky Darren Aronofsky Darren Aronofsky Action Adventure Drama
176,Steven Spielberg,Steven Spielberg,Steven Spielberg,Steven Spielberg,Action Adventure Family Mystery,the adventures of tintin,Steven Spielberg Steven Spielberg Steven Spielberg Steven Spielberg Action Adventure Family Mystery
177,Alfonso Cuarón,Alfonso Cuarón,Alfonso Cuarón,Alfonso Cuarón,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban,Alfonso Cuarón Alfonso Cuarón Alfonso Cuarón Alfonso Cuarón Adventure Family Fantasy Mystery
178,Baz Luhrmann,Baz Luhrmann,Baz Luhrmann,Baz Luhrmann,Adventure Drama Romance War,australia,Baz Luhrmann Baz Luhrmann Baz Luhrmann Baz Luhrmann Adventure Drama Romance War
179,M. Night Shyamalan,M. Night Shyamalan,M. Night Shyamalan,M. Night Shyamalan,Action Adventure Sci-Fi,after earth,M. Night Shyamalan M. Night Shyamalan M. Night Shyamalan M. Night Shyamalan Action Adventure Sci-Fi
180,Eric Leighton,Eric Leighton,Eric Leighton,Eric Leighton,Adventure Animation Family Thriller,dinosaur,Eric Leighton Eric Leighton Eric Leighton Eric Leighton Adventure Animation Family Thriller
181,Matt Birch,Matt Birch,Matt Birch,Matt Birch,Action Fantasy,harry potter and the deathly hallows: part ii,Matt Birch Matt Birch Matt Birch Matt Birch Action Fantasy
182,Shawn Levy,Shawn Levy,Shawn Levy,Shawn Levy,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb,Shawn Levy Shawn Levy Shawn Levy Shawn Levy Adventure Comedy Family Fantasy
183,Tom McGrath,Tom McGrath,Tom McGrath,Tom McGrath,Action Animation Comedy Family Sci-Fi,megamind,Tom McGrath Tom McGrath Tom McGrath Tom McGrath Action Animation Comedy Family Sci-Fi
184,Chris Columbus,Chris Columbus,Chris Columbus,Chris Columbus,Adventure Family Fantasy,harry potter and the sorcerer's stone,Chris Columbus Chris Columbus Chris Columbus Chris Columbus Adventure Family Fantasy
185,Robert Schwentke,Robert Schwentke,Robert Schwentke,Robert Schwentke,Action Comedy Fantasy,r.i.p.d.,Robert Schwentke Robert Schwentke Robert Schwentke Robert Schwentke Action Comedy Fantasy
186,Hideaki Anno,Hideaki Anno,Hideaki Anno,Hideaki Anno,Action Adventure Drama Horror Sci-Fi,godzilla resurgence,Hideaki Anno Hideaki Anno Hideaki Anno Hideaki Anno Action Adventure Drama Horror Sci-Fi
187,Gore Verbinski,Gore Verbinski,Gore Verbinski,Gore Verbinski,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl,Gore Verbinski Gore Verbinski Gore Verbinski Gore Verbinski Action Adventure Fantasy
188,Matt Birch,Matt Birch,Matt Birch,Matt Birch,Fantasy,harry potter and the deathly hallows: part i,Matt Birch Matt Birch Matt Birch Matt Birch Fantasy
189,Francis Lawrence,Francis Lawrence,Francis Lawrence,Francis Lawrence,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1,Francis Lawrence Francis Lawrence Francis Lawrence Francis Lawrence Adventure Sci-Fi Thriller
190,Ron Howard,Ron Howard,Ron Howard,Ron Howard,Mystery Thriller,the da vinci code,Ron Howard Ron Howard Ron Howard Ron Howard Mystery Thriller
191,Carlos Saldanha,Carlos Saldanha,Carlos Saldanha,Carlos Saldanha,Adventure Animation Comedy Family Musical,rio 2,Carlos Saldanha Carlos Saldanha Carlos Saldanha Carlos Saldanha Adventure Animation Comedy Family Musical
192,Bryan Singer,Bryan Singer,Bryan Singer,Bryan Singer,Action Adventure Fantasy Sci-Fi Thriller,x-men 2,Bryan Singer Bryan Singer Bryan Singer Bryan Singer Action Adventure Fantasy Sci-Fi Thriller
193,Justin Lin,Justin Lin,Justin Lin,Justin Lin,Action Crime Thriller,fast five,Justin Lin Justin Lin Justin Lin Justin Lin Action Crime Thriller
194,Guy Ritchie,Guy Ritchie,Guy Ritchie,Guy Ritchie,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows,Guy Ritchie Guy Ritchie Guy Ritchie Guy Ritchie Action Adventure Crime Mystery Thriller
195,John McTiernan,John McTiernan,John McTiernan,John McTiernan,Action Adventure History,the 13th warrior,John McTiernan John McTiernan John McTiernan John McTiernan Action Adventure History
196,Tony Gilroy,Tony Gilroy,Tony Gilroy,Tony Gilroy,Action Adventure Thriller,the bourne legacy,Tony Gilroy Tony Gilroy Tony Gilroy Tony Gilroy Action Adventure Thriller
197,Joel Schumacher,Joel Schumacher,Joel Schumacher,Joel Schumacher,Action,batman & robin,Joel Schumacher Joel Schumacher Joel Schumacher Joel Schumacher Action
198,Ron Howard,Ron Howard,Ron Howard,Ron Howard,Comedy Family Fantasy,how the grinch stole christmas,Ron Howard Ron Howard Ron Howard Ron Howard Comedy Family Fantasy
199,Roland Emmerich,Roland Emmerich,Roland Emmerich,Roland Emmerich,Action Adventure Sci-Fi Thriller,the day after tomorrow,Roland Emmerich Roland Emmerich Roland Emmerich Roland Emmerich Action Adventure Sci-Fi Thriller
200,John Woo,John Woo,John Woo,John Woo,Action Adventure Thriller,mission: impossible ii,John Woo John Woo John Woo John Woo Action Adventure Thriller
201,Wolfgang Petersen,Wolfgang Petersen,Wolfgang Petersen,Wolfgang Petersen,Action Adventure Drama Thriller,the perfect storm,Wolfgang Petersen Wolfgang Petersen Wolfgang Petersen Wolfgang Petersen Action Adventure Drama Thriller
202,Tim Story,Tim Story,Tim Story,Tim Story,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer,Tim Story Tim Story Tim Story Tim Story Action Adventure Sci-Fi Thriller
203,Ang Lee,Ang Lee,Ang Lee,Ang Lee,Adventure Drama Fantasy,life of pi,Ang Lee Ang Lee Ang Lee Ang Lee Adventure Drama Fantasy
204,Mark Steven Johnson,Mark Steven Johnson,Mark Steven Johnson,Mark Steven Johnson,Action Fantasy Thriller,ghost rider,Mark Steven Johnson Mark Steven Johnson Mark Steven Johnson Mark Steven Johnson Action Fantasy Thriller
205,Paul Greengrass,Paul Greengrass,Paul Greengrass,Paul Greengrass,Action Thriller,jason bourne,Paul Greengrass Paul Greengrass Paul Greengrass Paul Greengrass Action Thriller
206,McG,McG,McG,McG,Action Adventure Comedy Crime,charlie's angels: full throttle,McG McG McG McG Action Adventure Comedy Crime
207,Ridley Scott,Ridley Scott,Ridley Scott,Ridley Scott,Adventure Mystery Sci-Fi,prometheus,Ridley Scott Ridley Scott Ridley Scott Ridley Scott Adventure Mystery Sci-Fi
208,Rob Minkoff,Rob Minkoff,Rob Minkoff,Rob Minkoff,Adventure Animation Comedy Family Fantasy,stuart little 2,Rob Minkoff Rob Minkoff Rob Minkoff Rob Minkoff Adventure Animation Comedy Family Fantasy
209,Neill Blomkamp,Neill Blomkamp,Neill Blomkamp,Neill Blomkamp,Action Drama Sci-Fi Thriller,elysium,Neill Blomkamp Neill Blomkamp Neill Blomkamp Neill Blomkamp Action Drama Sci-Fi Thriller
210,David Twohy,David Twohy,David Twohy,David Twohy,Action Adventure Sci-Fi Thriller,the chronicles of riddick,David Twohy David Twohy David Twohy David Twohy Action Adventure Sci-Fi Thriller
211,Lana Wachowski,Lana Wachowski,Lana Wachowski,Lana Wachowski,Action Family Sport,speed racer,Lana Wachowski Lana Wachowski Lana Wachowski Lana Wachowski Action Family Sport
212,James L. Brooks,James L. Brooks,James L. Brooks,James L. Brooks,Comedy Drama Romance,how do you know,James L. Brooks James L. Brooks James L. Brooks James L. Brooks Comedy Drama Romance
213,James Mangold,James Mangold,James Mangold,James Mangold,Action Comedy Romance,knight and day,James Mangold James Mangold James Mangold James Mangold Action Comedy Romance
214,Joseph Kosinski,Joseph Kosinski,Joseph Kosinski,Joseph Kosinski,Action Adventure Mystery Sci-Fi,oblivion,Joseph Kosinski Joseph Kosinski Joseph Kosinski Joseph Kosinski Action Adventure Mystery Sci-Fi
215,George Lucas,George Lucas,George Lucas,George Lucas,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith,George Lucas George Lucas George Lucas George Lucas Action Adventure Fantasy Sci-Fi
216,George Lucas,George Lucas,George Lucas,George Lucas,Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clones,George Lucas George Lucas George Lucas George Lucas Action Adventure Fantasy Sci-Fi
217,Pete Docter,Pete Docter,Pete Docter,Pete Docter,Adventure Animation Comedy Family Fantasy,"monsters, inc.",Pete Docter Pete Docter Pete Docter Pete Docter Adventure Animation Comedy Family Fantasy
218,James Mangold,James Mangold,James Mangold,James Mangold,Action Adventure Sci-Fi Thriller,the wolverine,James Mangold James Mangold James Mangold James Mangold Action Adventure Sci-Fi Thriller
219,George Lucas,George Lucas,George Lucas,George Lucas,Action Adventure Fantasy Sci-Fi,star wars: episode i - the phantom menace,George Lucas George Lucas George Lucas George Lucas Action Adventure Fantasy Sci-Fi
220,Kirk De Micco,Kirk De Micco,Kirk De Micco,Kirk De Micco,Adventure Animation Comedy Family Fantasy,the croods,Kirk De Micco Kirk De Micco Kirk De Micco Kirk De Micco Adventure Animation Comedy Family Fantasy
221,Frédéric Forestier,Frédéric Forestier,Frédéric Forestier,Frédéric Forestier,Adventure Comedy Family Fantasy,asterix at the olympic games,Frédéric Forestier Frédéric Forestier Frédéric Forestier Frédéric Forestier Adventure Comedy Family Fantasy
222,John Woo,John Woo,John Woo,John Woo,Action Drama War,windtalkers,John Woo John Woo John Woo John Woo Action Drama War
223,Cedric Nicolas-Troyan,Cedric Nicolas-Troyan,Cedric Nicolas-Troyan,Cedric Nicolas-Troyan,Action Adventure Drama Fantasy,the huntsman: winter's war,Cedric Nicolas-Troyan Cedric Nicolas-Troyan Cedric Nicolas-Troyan Cedric Nicolas-Troyan Action Adventure Drama Fantasy
224,Alfonso Cuarón,Alfonso Cuarón,Alfonso Cuarón,Alfonso Cuarón,Adventure Drama Sci-Fi Thriller,gravity,Alfonso Cuarón Alfonso Cuarón Alfonso Cuarón Alfonso Cuarón Adventure Drama Sci-Fi Thriller
225,Roger Donaldson,Roger Donaldson,Roger Donaldson,Roger Donaldson,Action Adventure Thriller,dante's peak,Roger Donaldson Roger Donaldson Roger Donaldson Roger Donaldson Action Adventure Thriller
226,Dave Green,Dave Green,Dave Green,Dave Green,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows,Dave Green Dave Green Dave Green Dave Green Action Adventure Comedy Sci-Fi
227,Shawn Levy,Shawn Levy,Shawn Levy,Shawn Levy,Action Adventure Comedy Family Fantasy,night at the museum,Shawn Levy Shawn Levy Shawn Levy Shawn Levy Action Adventure Comedy Family Fantasy
228,Brad Peyton,Brad Peyton,Brad Peyton,Brad Peyton,Action Adventure Drama Thriller,san andreas,Brad Peyton Brad Peyton Brad Peyton Brad Peyton Action Adventure Drama Thriller
229,Roger Spottiswoode,Roger Spottiswoode,Roger Spottiswoode,Roger Spottiswoode,Action Adventure Thriller,tomorrow never dies,Roger Spottiswoode Roger Spottiswoode Roger Spottiswoode Roger Spottiswoode Action Adventure Thriller
230,Roland Emmerich,Roland Emmerich,Roland Emmerich,Roland Emmerich,Action Drama History War,the patriot,Roland Emmerich Roland Emmerich Roland Emmerich Roland Emmerich Action Drama History War
231,Steven Soderbergh,Steven Soderbergh,Steven Soderbergh,Steven Soderbergh,Crime Thriller,ocean's twelve,Steven Soderbergh Steven Soderbergh Steven Soderbergh Steven Soderbergh Crime Thriller
